"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"US1COGR0052","PARSHALL 3.0 NNW, CO US","2018",,,"       84","        23",,"7","7.0","0.55",,,"11.07","66.8",,,,,,,,,,
"US1COGR0052","PARSHALL 3.0 NNW, CO US","2019",,,,"        32",,,"4.8","0.83",,,"14.17","87.0",,,,,,,,,,
"US1COGR0052","PARSHALL 3.0 NNW, CO US","2020",,,,"        23",,,"9.4","1.02",,,"9.38","76.3",,,,,,,,,,
"USC00056205","OURAY NUMBER 2, CO US","2015",,"114","       98","        35","-4","21","19.1","0.98","89","6943","23.92","140.6","46.1","57.8","34.3",,,,,,,
"USC00056205","OURAY NUMBER 2, CO US","2016",,"111","      103","        39","-2","17","13.3","1.11","90","7256","21.91","163.1","45.8","57.7","33.7",,,,,,,
"USC00056205","OURAY NUMBER 2, CO US","2017",,"147","       87","        33","-3","15","11.0","1.01","88","6830","21.00","132.6","47.2","59.6","34.9",,,,,,,
"USC00056205","OURAY NUMBER 2, CO US","2018",,"236","      102","        33","2","11","12.2","1.19","89","6454","20.08","140.8","46.8","59.1","34.4",,,,,,,
"USC00056205","OURAY NUMBER 2, CO US","2019",,"179","      145","        52","-5","16","12.8","0.94","89","7739","24.46","204.7","44.3","56.2","32.5",,,,,,,
"USC00056205","OURAY NUMBER 2, CO US","2020",,"270","      125","        31","-5","18","11.0","1.07","89","7130","17.01","136.0","46.4","58.9","33.9",,,,,,,
"USS0005K27S","ECHO LAKE, CO US","2015",,"0","      237",,"-7","44",,"1.40","75","10090","34.31",,"37.5","47.2","27.8",,,,,,,
"USS0005K27S","ECHO LAKE, CO US","2016",,"0","      218",,"-12","65",,"1.80","76","10156","22.72",,"37.9","47.8","28.0",,,,,,,
"USS0005K27S","ECHO LAKE, CO US","2017",,"0","      254",,"-14","48",,"1.60","75","9681","29.42",,"38.3","47.9","28.7",,,,,,,
"USS0005K27S","ECHO LAKE, CO US","2018",,"0","      219",,"-14","21",,"0.80","77","9591","16.69",,"37.6","47.7","27.5",,,,,,,
"USS0005K27S","ECHO LAKE, CO US","2019",,"0","      244",,"-13","43",,"1.00","74","10649","24.60",,"36.3","46.4","26.1",,,,,,,
"USS0005K27S","ECHO LAKE, CO US","2020",,"0","      222",,"-14","43",,"1.40","76","10155","18.13",,"37.7","48.2","27.2",,,,,,,
"US1COGF0047","CARBONDALE 0.5 W, CO US","2015",,,,,,,,"1.07",,,"19.10",,,,,,,,,,,
"US1COGF0047","CARBONDALE 0.5 W, CO US","2016",,,,,,,,"0.50",,,"11.60",,,,,,,,,,,
"US1COGF0047","CARBONDALE 0.5 W, CO US","2017",,,,,,,,"0.87",,,"14.06",,,,,,,,,,,
"US1COGF0047","CARBONDALE 0.5 W, CO US","2018",,,,,,,,"1.12",,,"13.80",,,,,,,,,,,
"US1COGF0047","CARBONDALE 0.5 W, CO US","2019",,,,,,,,"0.75",,,"15.98",,,,,,,,,,,
"US1COGF0047","CARBONDALE 0.5 W, CO US","2020",,,,,,,,"0.98",,,"10.56",,,,,,,,,,,
"USS0006K43S","ROUGH AND TUMBLE, CO US","2015",,"0","      228",,"-10","38",,"1.40","78","9451","25.02",,"38.9","49.5","28.3",,,,,,,
"USS0006K43S","ROUGH AND TUMBLE, CO US","2016",,"0","      185",,"-12","40",,"1.30","79","9669","17.43",,"38.9","49.7","28.1",,,,,,,
"USS0006K43S","ROUGH AND TUMBLE, CO US","2017",,"0","      217",,"-13","28",,"1.40","76","9340","21.94",,"39.7","50.2","29.1",,,,,,,
"USS0006K43S","ROUGH AND TUMBLE, CO US","2018",,,"      203",,,"17",,"0.80",,,"13.05",,,,,,,,,,,
"USS0006K43S","ROUGH AND TUMBLE, CO US","2019",,,"      231",,,"39",,"1.30",,,"21.16",,,,,,,,,,,
"USS0006K43S","ROUGH AND TUMBLE, CO US","2020",,,"      208",,"-19","35",,"1.20",,,"15.15",,,,"22.7",,,,,,,
"USS0008M10S","COLUMBUS BASIN, CO US","2015",,"0","      238",,"-3","66",,"2.20","71","9600","46.43",,"38.3","46.7","29.8",,,,,,,
"USS0008M10S","COLUMBUS BASIN, CO US","2016",,"0","      218",,"-7","73",,"2.20","74","9974","43.30",,"38.0","46.6","29.4",,,,,,,
"USS0008M10S","COLUMBUS BASIN, CO US","2017",,"0","      231",,"-9","110",,"2.70","72","9750","39.63",,"39.0","47.6","30.4",,,,,,,
"USS0008M10S","COLUMBUS BASIN, CO US","2018",,"0","      216",,"-5","47",,"1.90","73","9312","32.46",,"38.4","47.2","29.6",,,,,,,
"USS0008M10S","COLUMBUS BASIN, CO US","2019",,,"      249",,,"142",,"2.20",,"10437","56.00",,,,,,,,,,,
"USS0008M10S","COLUMBUS BASIN, CO US","2020",,"0","      224",,"-6","86",,"1.40","75",,"24.03",,"38.9","47.9","29.9",,,,,,,
"US1COLR0247","ESTES PARK 3.3 SSW, CO US","2015",,,,,,,,"2.32",,,"21.45",,,,,,,,,,,
"US1COLR0247","ESTES PARK 3.3 SSW, CO US","2016",,,,,,,,"0.60",,,"12.56",,,,,,,,,,,
"US1COLR0247","ESTES PARK 3.3 SSW, CO US","2017",,,,,,,,"1.55",,,"22.43",,,,,,,,,,,
"US1COLR0247","ESTES PARK 3.3 SSW, CO US","2018",,,,,,,,"0.90",,,"12.39",,,,,,,,,,,
"US1COLR0247","ESTES PARK 3.3 SSW, CO US","2019",,,,,,,,"0.90",,,"18.60",,,,,,,,,,,
"US1COLR0247","ESTES PARK 3.3 SSW, CO US","2020",,,,,,,,"0.95",,,"13.02",,,,,,,,,,,
"USS0005J46S","HIGH LONESOME, CO US","2015",,"0","      237",,"-7","60",,"1.00","74",,"28.43",,"37.7","46.6","28.7",,,,,,,
"USS0005J46S","HIGH LONESOME, CO US","2016",,"0","      229",,"-12","75",,"1.20","76","10114","31.63",,"37.4","46.7","28.2",,,,,,,
"USS0005J46S","HIGH LONESOME, CO US","2017",,"0","      235",,"-14","57",,"1.50","76","9771","29.92",,"38.1","47.4","28.8",,,,,,,
"USS0005J46S","HIGH LONESOME, CO US","2018",,"0","      236",,"-5","66",,"1.40","77","9753","30.81",,"37.4","46.6","28.2",,,,,,,
"USS0005J46S","HIGH LONESOME, CO US","2019",,"0","      258",,"-7","77",,"1.20","75","10619","33.42",,"35.9","45.4","26.4",,,,,,,
"USS0005J46S","HIGH LONESOME, CO US","2020",,"0","      233",,"-14","74",,"1.20","76","10407","29.68",,"37.4","47.0","27.7",,,,,,,
"USC00050105","AGUILAR 18 WSW, CO US","2015",,,,,,,,,,,"23.18",,,,,,,,,,,
"USC00050105","AGUILAR 18 WSW, CO US","2016",,,,,,,,,,,,,,,,,,,,,,
"USC00050105","AGUILAR 18 WSW, CO US","2017",,,,,,,,,,,,,,,,,,,,,,
"USC00050105","AGUILAR 18 WSW, CO US","2018",,,"       85","        21",,"12","14.0","1.46",,,"18.63","73.4",,,,,,,,,,
"USC00050105","AGUILAR 18 WSW, CO US","2019",,,"      138","        40",,"18","12.0","1.33",,,"22.83","138.5",,,,,,,,,,
"USC00050105","AGUILAR 18 WSW, CO US","2020",,,"      107","        25",,"20","19.0","1.50",,,"12.53","79.6",,,,,,,,,,
"USC00054945","LEROY 5 WSW, CO US","2015",,,"       62","        14",,"9","3.7","1.48",,,"18.87","36.4",,,,,,,,,,
"USC00054945","LEROY 5 WSW, CO US","2016",,"681","       55","        15","-11","9","7.5","1.47","98","6020","16.48","45.4","49.9","63.7","36.2",,,,,,,
"USC00054945","LEROY 5 WSW, CO US","2017",,"711","       23","        11","-12","2","3.0","1.20","102","5960","15.42","21.0","49.9","64.0","35.9",,,,,,,
"USC00054945","LEROY 5 WSW, CO US","2018",,"619","       26","        11","-11","5","6.0","3.12","101","6498","22.67","30.1","48.2","62.2","34.2",,,,,,,
"USC00054945","LEROY 5 WSW, CO US","2019",,"491","       51","        15","-14","4","6.0","1.07","99","7188","15.42","39.4","46.5","60.4","32.5",,,,,,,
"USC00054945","LEROY 5 WSW, CO US","2020",,"857","       36","        16","-3","5","5.0","1.09","103","6667","12.11","33.2","49.5","64.1","35.0",,,,,,,
"USC00056320","PARADOX 2 N, CO US","2015",,"712","       27","        15","-4","8","4.0","1.26","103","5342","17.86","35.4","51.7","67.7","35.6",,,,,,,
"USC00056320","PARADOX 2 N, CO US","2016",,"770","       51","         5","-4","9","4.5","0.93","105","6020","10.56","14.6","51.3","67.9","34.6",,,,,,,
"USC00056320","PARADOX 2 N, CO US","2017",,,"       16","         4",,"6","5.5","0.52",,"5228","6.33","12.3",,,,,,,,,,
"USC00056320","PARADOX 2 N, CO US","2018",,"1131","       22","         6","-2","6","6.0","1.05","104",,"8.60","16.8","52.3","69.8","34.8",,,,,,,
"USC00056320","PARADOX 2 N, CO US","2019",,"859","       49","        13","-7","7","4.5","1.09","101","6262","14.84","35.9","50.1","66.5","33.6",,,,,,,
"USC00056320","PARADOX 2 N, CO US","2020",,"1077","       33","         4","-5","4","3.8","0.39","105","5959","5.46","11.7","51.9","70.1","33.6",,,,,,,
"US1COJF0063","GOLDEN 4.8 NW, CO US","2016",,,,,,,,"1.71",,,"17.33",,,,,,,,,,,
"US1COJF0063","GOLDEN 4.8 NW, CO US","2017",,,,,,,,"1.21",,,"23.20",,,,,,,,,,,
"US1COJF0063","GOLDEN 4.8 NW, CO US","2018",,,,,,,,"1.91",,,"19.31",,,,,,,,,,,
"US1COJF0063","GOLDEN 4.8 NW, CO US","2019",,,,,,,,"1.39",,,"20.89",,,,,,,,,,,
"US1COJF0063","GOLDEN 4.8 NW, CO US","2020",,,,,,,,"0.95",,,"13.48",,,,,,,,,,,
"US1COPH0037","HAXTUN 0.2 N, CO US","2015",,,,,,,,"1.52",,,"18.57",,,,,,,,,,,
"US1COPH0037","HAXTUN 0.2 N, CO US","2016",,,,,,,,"1.20",,,"18.01",,,,,,,,,,,
"US1COPH0037","HAXTUN 0.2 N, CO US","2017",,,,,,,,"1.20",,,"15.81",,,,,,,,,,,
"US1COPH0037","HAXTUN 0.2 N, CO US","2018",,,,,,,,"0.92",,,"15.29",,,,,,,,,,,
"US1COPH0037","HAXTUN 0.2 N, CO US","2019",,,,,,,,"1.25",,,"18.18",,,,,,,,,,,
"US1COPH0037","HAXTUN 0.2 N, CO US","2020",,,,,,,,"1.12",,,"11.78",,,,,,,,,,,
"US1CODG0074","HIGHLANDS RANCH 3.2 ESE, CO US","2016",,,"       63","        16",,"20","15.3","1.74",,,"17.29","77.1",,,,,,,,,,
"US1CODG0074","HIGHLANDS RANCH 3.2 ESE, CO US","2017",,,"       26","        15",,"9","7.6","1.62",,,"17.55","44.5",,,,,,,,,,
"US1CODG0074","HIGHLANDS RANCH 3.2 ESE, CO US","2018",,,"       29","        11",,"8","7.6","0.96",,,"14.40","46.0",,,,,,,,,,
"US1CODG0074","HIGHLANDS RANCH 3.2 ESE, CO US","2019",,,"      100","        27",,"11","9.3","1.57",,,"18.28","93.0",,,,,,,,,,
"US1CODG0074","HIGHLANDS RANCH 3.2 ESE, CO US","2020",,,"       75","        22",,"13","10.3","1.05",,,"10.38","69.4",,,,,,,,,,
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","2015","5.6","243",,,"-10",,,"1.11","93","6318","20.08",,"47.5","62.7","32.4","       320","       320",,,"38.0","51.0",
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","2016","6.0","298",,,"-17",,,"1.12","96","7241","13.63",,"46.5","62.6","30.5","       300","       270",,,"40.9","57.0",
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","2017","6.3","328",,,"-12",,,"0.66","96","6463","9.30",,"48.3","64.5","32.0","        30","       250",,,"40.0","51.0",
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","2018","6.5","381",,,"-7",,,"0.70","95","6264","6.58",,"48.1","64.7","31.5","        10","       250",,,"42.9","55.9",
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","2019","6.0","332",,,"-17",,,"1.06","94","7519","15.59",,"44.9","60.8","29.0","       290","       220",,,"38.0","63.1",
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","2020","6.3","420",,,"-8",,,"1.02","98","6842","7.36",,"47.8","64.8","30.9","       260","       260",,,"48.1","68.0",
"US1COAR0214","CENTENNIAL 2.0 SW, CO US","2016",,,,,,,,"2.04",,,"17.72",,,,,,,,,,,
"US1COAR0214","CENTENNIAL 2.0 SW, CO US","2020",,,,,,,,"1.55",,,"11.73",,,,,,,,,,,
"US1COBO0004","BOULDER 2.9 S, CO US","2015",,,,"        23",,,"10.9","2.07",,,"26.35","96.3",,,,,,,,,,
"US1COBO0004","BOULDER 2.9 S, CO US","2016",,,,"        15",,,"15.8","1.79",,,"17.17","93.0",,,,,,,,,,
"US1COBO0004","BOULDER 2.9 S, CO US","2017",,,,"        19",,,"12.4","2.23",,,"20.97","68.4",,,,,,,,,,
"US1COBO0004","BOULDER 2.9 S, CO US","2018",,,,"        17",,,"8.4","1.04",,,"17.83","63.7",,,,,,,,,,
"US1COBO0004","BOULDER 2.9 S, CO US","2019",,,,"        29",,,"17.1","1.29",,,"20.80","116.0",,,,,,,,,,
"US1COBO0004","BOULDER 2.9 S, CO US","2020",,,,"        27",,,"10.9","1.57",,,"16.67","113.9",,,,,,,,,,
"US1COBO0002","BROOMFIELD 1.2 NE, CO US","2017",,,"       28","        13",,"8","7.7","1.60",,,"17.83","52.0",,,,,,,,,,
"US1COBO0002","BROOMFIELD 1.2 NE, CO US","2018",,,"       29","        14",,"6","5.4","1.49",,,"15.06","45.1",,,,,,,,,,
"US1COBO0002","BROOMFIELD 1.2 NE, CO US","2019",,,"       69","        26",,"13","9.8","1.41",,,"21.26","98.8",,,,,,,,,,
"US1COBO0002","BROOMFIELD 1.2 NE, CO US","2020",,,"       49","        21",,"9","8.3","1.60",,,"12.36","71.4",,,,,,,,,,
"USC00054135","HOURGLASS RESERVOIR, CO US","2016",,,"      177","        64",,"48","24.0","1.16",,"9545","24.38","219.9",,,,,,,,,,
"USC00054135","HOURGLASS RESERVOIR, CO US","2017",,,"      185","        72",,"36","24.0",,,,,"287.4",,,,,,,,,,
"USC00054135","HOURGLASS RESERVOIR, CO US","2018",,"7","      192","        69","-15","31","9.0","1.08","87","9129","23.58","203.9","38.2","51.2","25.2",,,,,,,
"USC00054135","HOURGLASS RESERVOIR, CO US","2019",,"7","      203","        69","-20","45","20.0","2.10","85","10163","27.61","233.3","36.6","49.4","23.8",,,,,,,
"USC00054135","HOURGLASS RESERVOIR, CO US","2020",,"0","      198","        59","-21","46","18.0","1.20","83","9908","22.55","197.4","38.0","51.2","24.7",,,,,,,
"USC00051660","CLIMAX, CO US","2015",,"0","      225","        79","-18","60","12.0","0.84","73","11399","25.67","254.7","33.8","45.7","22.0",,,,,,,
"USC00051660","CLIMAX, CO US","2016",,"0","      204","        77","-15","63","18.0","1.10","78","11416","25.04","297.5","34.4","46.6","22.3",,,,,,,
"USC00051660","CLIMAX, CO US","2017",,,"      234","        78",,"62","20.5","1.35",,"11028","27.17","334.1",,,,,,,,,,
"USC00051660","CLIMAX, CO US","2018",,,"      222","        76","-21","69","16.0","1.20",,,"24.00","298.2",,,"20.4",,,,,,,
"USC00051660","CLIMAX, CO US","2019",,,"      242","        94","-22","94","20.0","0.88",,,"28.09","364.1",,,"19.3",,,,,,,
"USC00051660","CLIMAX, CO US","2020",,"0","      210","        78","-22","68","11.0","1.01","78","11412","21.87","270.5","34.0","47.1","20.8",,,,,,,
"US1COLR0412","FORT COLLINS 2.9 NW, CO US","2015",,,,,,,,"1.86",,,"21.14",,,,,,,,,,,
"US1COLR0412","FORT COLLINS 2.9 NW, CO US","2016",,,,,,,,"1.11",,,"12.15",,,,,,,,,,,
"US1COLR0412","FORT COLLINS 2.9 NW, CO US","2017",,,,,,,,"2.51",,,"18.20",,,,,,,,,,,
"US1COLR0412","FORT COLLINS 2.9 NW, CO US","2018",,,,,,,,"1.69",,,"14.28",,,,,,,,,,,
"US1COLR0412","FORT COLLINS 2.9 NW, CO US","2019",,,,,,,,"1.30",,,"17.28",,,,,,,,,,,
"US1COLR0412","FORT COLLINS 2.9 NW, CO US","2020",,,,,,,,"1.12",,,"12.95",,,,,,,,,,,
"USS0005L11S","GLEN COVE, CO US","2015",,"0","      230",,"-9","32",,"1.70","70","10326","35.35",,"36.8","46.1","27.5",,,,,,,
"USS0005L11S","GLEN COVE, CO US","2016",,,"      203",,,"58",,"2.90",,"10497","31.13",,,,,,,,,,,
"USS0005L11S","GLEN COVE, CO US","2017",,"0","      159",,"-16","34",,"1.20","69",,"31.82",,"37.1","46.1","28.1",,,,,,,
"USS0005L11S","GLEN COVE, CO US","2018",,"0","      131",,"-10","8",,"1.20","72","9964","20.04",,"36.4","45.7","27.1",,,,,,,
"USS0005L11S","GLEN COVE, CO US","2019",,"0","      216",,"-10","33",,"1.60","71","11086","29.22",,"35.8","45.2","26.3",,,,,,,
"USS0005L11S","GLEN COVE, CO US","2020",,"0","      194",,"-13","23",,"1.10","72","10178","22.33",,"37.1","47.1","27.0",,,,,,,
"USC00054538","KIM 15 NNE, CO US","2015",,"1014","       32","        11","-5","14","9.6","1.35","103","5217","18.36","45.3","53.9","68.8","39.1",,,,,,,
"USC00054538","KIM 15 NNE, CO US","2016",,"1021","       13","         6","-13","5","4.1","1.15","103","4979","13.59","17.7","54.4","71.1","37.8",,,,,,,
"USC00054538","KIM 15 NNE, CO US","2017",,"771","       21","        10","-10","18","13.6","1.91","101","4690","26.07","45.8","53.9","69.8","38.0",,,,,,,
"USC00054538","KIM 15 NNE, CO US","2018",,"1211","       15","         7","-3","6","5.5","1.23","104","4850","13.55","21.7","54.0","70.2","37.8",,,,,,,
"USC00054538","KIM 15 NNE, CO US","2019",,"1112","       39","        17","-5","9","8.9","1.18","106","5715","15.05","50.6","52.2","68.6","35.9",,,,,,,
"USC00054538","KIM 15 NNE, CO US","2020",,"1218","       35","        14","-9","7","5.3","0.83","102","5374","13.55","38.0","53.9","70.7","37.2",,,,,,,
"USC00054934","LEMON DAM, CO US","2015",,"22","       97","        30","-4","25","18.0","2.25","84","7495","34.66","136.0","44.1","57.1","31.2",,,,,,,
"USC00054934","LEMON DAM, CO US","2016",,"69",,,"-10",,,"2.71","90","7900","26.34",,"43.9","57.6","30.2",,,,,,,
"USC00054934","LEMON DAM, CO US","2017",,"39",,,"-12",,,"1.42","88","7569","23.94",,"44.9","58.8","31.0",,,,,,,
"USC00054934","LEMON DAM, CO US","2018",,"77","       61","        25","-9","13","7.0","0.97","90","7120","18.21","82.8","44.7","59.4","29.9",,,,,,,
"USC00054934","LEMON DAM, CO US","2019",,"69","      152","        52","-12","68","18.9","1.53","87","8526","32.62","271.5","41.7","56.0","27.4",,,,,,,
"USC00054934","LEMON DAM, CO US","2020",,"93","      100","        16","-11","24","11.9","1.45","91","7866","17.53","67.6","44.5","59.5","29.4",,,,,,,
"USR0000CRED","RED DEER COLORADO, CO US","2015",,,,,,,,,,"7346",,,,,,,,,,,,
"USR0000CRED","RED DEER COLORADO, CO US","2016",,"47",,,"-6",,,,"87",,,,"44.7","57.8","31.5",,,,,,,
"USR0000CRED","RED DEER COLORADO, CO US","2017",,"27",,,"-9",,,,"87","7159",,,"45.4","58.3","32.5",,,,,,,
"USR0000CRED","RED DEER COLORADO, CO US","2018",,"67",,,"-1",,,,"88","6990",,,"44.8","57.9","31.6",,,,,,,
"USR0000CRED","RED DEER COLORADO, CO US","2019",,"38",,,"-5",,,,"87","8304",,,"42.6","55.7","29.4",,,,,,,
"USR0000CRED","RED DEER COLORADO, CO US","2020",,"82",,,"-9",,,,"89","7654",,,"44.6","58.4","30.8",,,,,,,
"USC00052631","ELIZABETH 2 NW, CO US","2020",,"825","       78","        21","-2","8","8.3","1.08","97","5927","13.03","71.5","51.4","65.6","37.2",,,,,,,
"USC00054413","JULESBURG, CO US","2015",,,,,,,,,,,,,,,,,,,,,,
"USC00054413","JULESBURG, CO US","2016",,,,,,,,,,,,,,,,,,,,,,
"USC00054413","JULESBURG, CO US","2018",,"831","       43","        13","-13","4","4.5","2.00","98","6490","25.10","33.0","48.8","62.1","35.4",,,,,,,
"USC00054413","JULESBURG, CO US","2019",,,"       30","         9",,"8","7.5","2.50",,,"22.89","24.8",,,,,,,,,,
"USC00054413","JULESBURG, CO US","2020",,,"       20","         9",,"4","4.1",,,,,"25.7",,,,,,,,,,
"USS0007M30S","SLUMGULLION, CO US","2015",,"0","      224",,"-9","59",,"0.90","74","10109","26.20",,"36.9","47.0","26.7",,,,,,,
"USS0007M30S","SLUMGULLION, CO US","2016",,"0","      202",,"-14","54",,"1.20","75","10461","23.02",,"36.9","46.5","27.2",,,,,,,
"USS0007M30S","SLUMGULLION, CO US","2017",,"0","      212",,"-11","55",,"0.70","74","10097","22.63",,"37.8","47.4","28.3",,,,,,,
"USS0007M30S","SLUMGULLION, CO US","2018",,"0","      217",,"-7","36",,"0.90","74","9767","18.72",,"37.1","46.9","27.2",,,,,,,
"USS0007M30S","SLUMGULLION, CO US","2019",,"0","      231",,"-13","88",,"1.80","72","10855","31.71",,"35.4","45.1","25.6",,,,,,,
"USS0007M30S","SLUMGULLION, CO US","2020",,"0","      207",,"-13","53",,"1.40","74","10290","19.31",,"37.0","47.1","27.0",,,,,,,
"USC00058582","VALLECITO DAM, CO US","2015",,,,,,,,,,"7068",,,,,,,,,,,,
"USC00058582","VALLECITO DAM, CO US","2016",,"101","       99","        24","-14","28","10.0","2.25","91",,"27.67","73.5","44.7","59.7","29.7",,,,,,,
"USC00058582","VALLECITO DAM, CO US","2017",,"73","       84","        21","-7","35","12.0","1.40","88","7072","21.88","63.5","46.5","61.0","32.0",,,,,,,
"USC00058582","VALLECITO DAM, CO US","2018",,"138","       58","        28","-10","13","11.0","1.00","92","6701","16.58","75.4","45.7","61.2","30.2",,,,,,,
"USC00058582","VALLECITO DAM, CO US","2019",,"130","      140","        52","-16","56","20.0","1.43","89","8265","28.72","215.4","42.3","57.4","27.3",,,,,,,
"USC00058582","VALLECITO DAM, CO US","2020",,"139","      100","        19","-8","19","10.0","1.52","92","7657","14.78","58.2","45.4","61.0","29.8",,,,,,,
